Year,Month,Day,Date,Proper Date,Time,Unix Time,Epoch time(tm_year),Epoch time(tm_mon),Epoch time(tm_mday),Epoch time(tm_hour),Epoch time(tm_min),Epoch time(tm_sec),Epoch time(tm_wday),Epoch time(tm_yday),Epoch time(tm_isdst),Time Zone,Time Zone Name,Type (Starting or Ending)
2021,October,Wednesday,06,06:10:2021,15:58:13,1633516093.3183782,1970,1,1,0,0,0,3,1,0,+0530, India Standard Time, None
